obs,date,year,month,day,start_time,end_time,locality,site,bar,station,transect,counter,tran_length,count_live,count_dead,treatment,pass
752,10/25/2010,2010,10,25,10:14,10:38,CR,O,3,CRO3,1,JERRRY/GARRETT,25,0,-999,control,1
753,10/25/2010,2010,10,25,10:14,10:38,CR,O,3,CRO3,1,JERRRY/GARRETT,27.5,0,-999,control,1
754,10/25/2010,2010,10,25,10:14,10:38,CR,O,3,CRO3,1,JERRRY/GARRETT,30,0,-999,control,1
755,10/25/2010,2010,10,25,10:14,10:38,CR,O,3,CRO3,1,JERRRY/GARRETT,32.5,15,-999,control,1
756,10/25/2010,2010,10,25,10:14,10:38,CR,O,3,CRO3,1,JERRRY/GARRETT,35,0,-999,control,1
757,10/25/2010,2010,10,25,10:14,10:38,CR,O,3,CRO3,1,JERRRY/GARRETT,37.5,0,-999,control,1
758,10/25/2010,2010,10,25,10:14,10:38,CR,O,3,CRO3,1,JERRRY/GARRETT,40,0,-999,control,1
759,12/6/2010,2010,12,6,NA,NA,CR,O,1,CRO1,1,GARRETT,2.5,66,-999,control,1
760,12/6/2010,2010,12,6,NA,NA,CR,O,1,CRO1,1,GARRETT,5,134,-999,control,1
761,12/6/2010,2010,12,6,NA,NA,CR,O,1,CRO1,1,GARRETT,7.5,7,-999,control,1
762,12/6/2010,2010,12,6,NA,NA,CR,O,1,CRO1,1,GARRETT,10,0,-999,control,1
763,12/6/2010,2010,12,6,NA,NA,CR,O,1,CRO1,1,GARRETT,12.5,0,-999,control,1
764,12/6/2010,2010,12,6,NA,NA,CR,O,1,CRO1,1,GARRETT,15,0,-999,control,1
765,12/6/2010,2010,12,6,NA,NA,CR,O,1,CRO1,1,GARRETT,17.5,0,-999,control,1
766,12/6/2010,2010,12,6,NA,NA,CR,O,1,CRO1,1,GARRETT,20,0,-999,control,1
767,12/6/2010,2010,12,6,NA,NA,CR,O,1,CRO1,1,GARRETT,22.5,0,-999,control,1
768,12/6/2010,2010,12,6,NA,NA,CR,O,1,CRO1,1,GARRETT,25,13,-999,control,1
769,12/6/2010,2010,12,6,NA,NA,CR,O,1,CRO1,1,GARRETT,27.5,0,-999,control,1
770,12/6/2010,2010,12,6,NA,NA,CR,O,1,CRO1,1,GARRETT,30,1,-999,control,1
771,12/6/2010,2010,12,6,NA,NA,CR,O,1,CRO1,1,GARRETT,32.5,2,-999,control,1
772,12/6/2010,2010,12,6,NA,NA,CR,O,1,CRO1,1,GARRETT,35,0,-999,control,1
773,12/6/2010,2010,12,6,NA,NA,CR,O,1,CRO1,1,GARRETT,37.5,0,-999,control,1
774,12/6/2010,2010,12,6,NA,NA,CR,O,1,CRO1,1,GARRETT,40,1,-999,control,1
775,12/6/2010,2010,12,6,NA,NA,CR,O,1,CRO1,1,GARRETT,42.5,0,-999,control,1
776,12/6/2010,2010,12,6,NA,NA,CR,O,1,CRO1,1,GARRETT,45,0,-999,control,1
777,12/6/2010,2010,12,6,NA,NA,CR,O,1,CRO1,1,GARRETT,47.5,1,-999,control,1
778,12/6/2010,2010,12,6,NA,NA,CR,O,1,CRO1,1,GARRETT,50,0,-999,control,1
779,12/6/2010,2010,12,6,NA,NA,CR,O,1,CRO1,1,GARRETT,52.5,2,-999,control,1
780,12/6/2010,2010,12,6,NA,NA,CR,O,1,CRO1,1,GARRETT,55,3,-999,control,1
781,12/6/2010,2010,12,6,NA,NA,CR,O,1,CRO1,1,GARRETT,57.5,0,-999,control,1
782,12/6/2010,2010,12,6,NA,NA,CR,O,1,CRO1,1,GARRETT,60,13,-999,control,1
783,12/6/2010,2010,12,6,NA,NA,CR,O,1,CRO1,1,GARRETT,62.5,15,-999,control,1
784,12/6/2010,2010,12,6,NA,NA,CR,O,1,CRO1,1,GARRETT,65,0,-999,control,1
785,12/6/2010,2010,12,6,NA,NA,CR,O,2,CRO2,1,LAURA,2.5,0,-999,control,1
786,12/6/2010,2010,12,6,NA,NA,CR,O,2,CRO2,1,LAURA,5,2,-999,control,1
787,12/6/2010,2010,12,6,NA,NA,CR,O,2,CRO2,1,LAURA,7.5,19,-999,control,1
788,12/6/2010,2010,12,6,NA,NA,CR,O,2,CRO2,1,LAURA,10,0,-999,control,1
789,12/6/2010,2010,12,6,NA,NA,CR,O,2,CRO2,1,LAURA,12.5,43,-999,control,1
790,12/6/2010,2010,12,6,NA,NA,CR,O,2,CRO2,1,LAURA,15,58,-999,control,1
791,12/6/2010,2010,12,6,NA,NA,CR,O,2,CRO2,1,LAURA,17.5,77,-999,control,1
792,12/6/2010,2010,12,6,NA,NA,CR,O,2,CRO2,1,LAURA,20,85,-999,control,1
793,12/6/2010,2010,12,6,NA,NA,CR,O,2,CRO2,1,LAURA,22.5,76,-999,control,1
794,12/6/2010,2010,12,6,NA,NA,CR,O,2,CRO2,1,LAURA,25,85,-999,control,1
795,12/6/2010,2010,12,6,NA,NA,CR,O,2,CRO2,1,LAURA,27.5,77,-999,control,1
796,12/6/2010,2010,12,6,NA,NA,CR,O,2,CRO2,1,LAURA,30,115,-999,control,1
797,12/6/2010,2010,12,6,NA,NA,CR,O,2,CRO2,1,LAURA,32.5,59,-999,control,1
798,12/6/2010,2010,12,6,NA,NA,CR,O,2,CRO2,1,LAURA,35,55,-999,control,1
799,12/6/2010,2010,12,6,NA,NA,CR,O,2,CRO2,1,LAURA,37.5,81,-999,control,1
800,12/6/2010,2010,12,6,NA,NA,CR,O,2,CRO2,1,LAURA,40,0,-999,control,1
801,12/6/2010,2010,12,6,NA,NA,CR,O,2,CRO2,1,LAURA,42.5,0,-999,control,1
802,12/6/2010,2010,12,6,NA,NA,CR,O,2,CRO2,1,LAURA,45,0,-999,control,1
803,12/6/2010,2010,12,6,NA,NA,CR,O,3,CRO3,1,GARRETT,2.5,0,-999,control,1
804,12/6/2010,2010,12,6,NA,NA,CR,O,3,CRO3,1,GARRETT,5,0,-999,control,1
805,12/6/2010,2010,12,6,NA,NA,CR,O,3,CRO3,1,GARRETT,7.5,3,-999,control,1
806,12/6/2010,2010,12,6,NA,NA,CR,O,3,CRO3,1,GARRETT,10,0,-999,control,1
807,12/6/2010,2010,12,6,NA,NA,CR,O,3,CRO3,1,GARRETT,12.5,4,-999,control,1
808,12/6/2010,2010,12,6,NA,NA,CR,O,3,CRO3,1,GARRETT,15,0,-999,control,1
809,12/6/2010,2010,12,6,NA,NA,CR,O,3,CRO3,1,GARRETT,17.5,0,-999,control,1
810,12/6/2010,2010,12,6,NA,NA,CR,O,3,CRO3,1,GARRETT,20,5,-999,control,1
811,12/6/2010,2010,12,6,NA,NA,CR,O,3,CRO3,1,GARRETT,22.5,7,-999,control,1
812,12/6/2010,2010,12,6,NA,NA,CR,O,3,CRO3,1,GARRETT,25,2,-999,control,1
813,12/6/2010,2010,12,6,NA,NA,CR,O,3,CRO3,1,GARRETT,27.5,0,-999,control,1
814,12/6/2010,2010,12,6,NA,NA,CR,O,3,CRO3,1,GARRETT,30,0,-999,control,1
815,12/6/2010,2010,12,6,NA,NA,CR,O,3,CRO3,1,GARRETT,32.5,3,-999,control,1
816,12/6/2010,2010,12,6,NA,NA,CR,O,3,CRO3,1,GARRETT,35,0,-999,control,1
817,12/6/2010,2010,12,6,NA,NA,CR,O,3,CRO3,1,GARRETT,37.5,0,-999,control,1
818,12/6/2010,2010,12,6,NA,NA,CR,O,3,CRO3,1,GARRETT,40,0,-999,control,1
819,5/25/2010,2010,5,25,17:30,18:10,HB,I,1,HBI1,1,JANESSY,2.5,111,-999,control,1
820,5/25/2010,2010,5,25,17:30,18:10,HB,I,1,HBI1,1,JANESSY,5,21,-999,control,1
821,5/25/2010,2010,5,25,17:30,18:10,HB,I,1,HBI1,1,JANESSY,7.5,36,-999,control,1
822,5/25/2010,2010,5,25,17:30,18:10,HB,I,1,HBI1,1,JANESSY,10,92,-999,control,1
823,5/25/2010,2010,5,25,17:30,18:10,HB,I,1,HBI1,1,JANESSY,12.5,113,-999,control,1
824,5/25/2010,2010,5,25,17:30,18:10,HB,I,1,HBI1,1,JANESSY,15,80,-999,control,1
825,5/25/2010,2010,5,25,17:30,18:10,HB,I,1,HBI1,1,JANESSY,17.5,131,-999,control,1
826,5/25/2010,2010,5,25,17:30,18:10,HB,I,1,HBI1,1,JANESSY,20,79,-999,control,1
827,5/25/2010,2010,5,25,17:30,18:10,HB,I,1,HBI1,1,JANESSY,22.5,66,-999,control,1
828,5/25/2010,2010,5,25,17:30,18:10,HB,I,1,HBI1,1,JANESSY,25,125,-999,control,1
829,5/25/2010,2010,5,25,17:30,18:10,HB,I,1,HBI1,1,JANESSY,27.5,133,-999,control,1
830,5/25/2010,2010,5,25,17:30,18:10,HB,I,1,HBI1,1,JANESSY,30,97,-999,control,1
831,5/25/2010,2010,5,25,17:30,18:10,HB,I,1,HBI1,1,JANESSY,32.5,127,-999,control,1
832,5/25/2010,2010,5,25,16:15,17:09,HB,I,2,HBI2,1,JANESSY,2.5,136,-999,control,1
833,5/25/2010,2010,5,25,16:15,17:09,HB,I,2,HBI2,1,JANESSY,5,227,-999,control,1
834,5/25/2010,2010,5,25,16:15,17:09,HB,I,2,HBI2,1,JANESSY,7.5,132,-999,control,1
835,5/25/2010,2010,5,25,16:15,17:09,HB,I,2,HBI2,1,JANESSY,10,153,-999,control,1
836,5/25/2010,2010,5,25,16:15,17:09,HB,I,2,HBI2,1,JANESSY,12.5,138,-999,control,1
837,5/25/2010,2010,5,25,16:15,17:09,HB,I,2,HBI2,1,JANESSY,15,346,-999,control,1
838,5/25/2010,2010,5,25,16:15,17:09,HB,I,2,HBI2,1,JANESSY,16,20,-999,control,1
839,5/25/2010,2010,5,25,18:20,19:10,HB,I,3,HBI3,1,JANESSY,2.5,84,-999,control,1
840,5/25/2010,2010,5,25,18:20,19:10,HB,I,3,HBI3,1,JANESSY,5,101,-999,control,1
841,5/25/2010,2010,5,25,18:20,19:10,HB,I,3,HBI3,1,JANESSY,7.5,288,-999,control,1
842,5/25/2010,2010,5,25,18:20,19:10,HB,I,3,HBI3,1,JANESSY,10,267,-999,control,1
843,5/25/2010,2010,5,25,18:20,19:10,HB,I,3,HBI3,1,JANESSY,12.5,85,-999,control,1
844,5/25/2010,2010,5,25,18:20,19:10,HB,I,3,HBI3,1,JANESSY,15,132,-999,control,1
845,5/25/2010,2010,5,25,18:20,19:10,HB,I,3,HBI3,1,JANESSY,17.5,69,-999,control,1
846,5/25/2010,2010,5,25,18:20,19:10,HB,I,3,HBI3,1,JANESSY,20,77,-999,control,1
847,5/25/2010,2010,5,25,18:20,19:10,HB,I,3,HBI3,1,JANESSY,22.5,74,-999,control,1
848,5/25/2010,2010,5,25,18:20,19:10,HB,I,3,HBI3,1,JANESSY,25,131,-999,control,1
849,5/25/2010,2010,5,25,18:20,19:10,HB,I,3,HBI3,1,JANESSY,26,6,-999,control,1
850,5/25/2010,2010,5,25,16:08,16:33,HB,I,4,HBI4,1,GARRETT,2.5,0,-999,control,1
851,5/25/2010,2010,5,25,16:08,16:33,HB,I,4,HBI4,1,GARRETT,5,10,-999,control,1
852,5/25/2010,2010,5,25,16:08,16:33,HB,I,4,HBI4,1,GARRETT,7.5,6,-999,control,1
853,5/25/2010,2010,5,25,16:08,16:33,HB,I,4,HBI4,1,GARRETT,10,19,-999,control,1
854,5/25/2010,2010,5,25,16:08,16:33,HB,I,4,HBI4,1,GARRETT,12.5,4,-999,control,1
855,5/25/2010,2010,5,25,16:08,16:33,HB,I,4,HBI4,1,GARRETT,15,18,-999,control,1
856,5/25/2010,2010,5,25,16:08,16:33,HB,I,4,HBI4,1,GARRETT,17.5,36,-999,control,1
857,7/7/2010,2010,7,7,NA,NA,HB,I,1,HBI1,1,JANESSY,2.5,36,-999,control,1
858,7/7/2010,2010,7,7,NA,NA,HB,I,1,HBI1,1,JANESSY,5,2,-999,control,1
859,7/7/2010,2010,7,7,NA,NA,HB,I,1,HBI1,1,JANESSY,7.5,20,-999,control,1
860,7/7/2010,2010,7,7,NA,NA,HB,I,1,HBI1,1,JANESSY,10,87,-999,control,1
861,7/7/2010,2010,7,7,NA,NA,HB,I,1,HBI1,1,JANESSY,12.5,77,-999,control,1
862,7/7/2010,2010,7,7,NA,NA,HB,I,1,HBI1,1,JANESSY,15,56,-999,control,1
863,7/7/2010,2010,7,7,NA,NA,HB,I,1,HBI1,1,JANESSY,17.5,69,-999,control,1
864,7/7/2010,2010,7,7,NA,NA,HB,I,1,HBI1,1,JANESSY,20,47,-999,control,1
865,7/7/2010,2010,7,7,NA,NA,HB,I,1,HBI1,1,JANESSY,22.5,29,-999,control,1
866,7/7/2010,2010,7,7,NA,NA,HB,I,1,HBI1,1,JANESSY,25,85,-999,control,1
867,7/7/2010,2010,7,7,NA,NA,HB,I,1,HBI1,1,JANESSY,27.5,118,-999,control,1
868,7/7/2010,2010,7,7,NA,NA,HB,I,1,HBI1,1,JANESSY,30,98,-999,control,1
869,7/7/2010,2010,7,7,NA,NA,HB,I,1,HBI1,1,JANESSY,32.5,82,-999,control,1
870,7/7/2010,2010,7,7,17:50,18:15,HB,I,2,HBI2,1,JANESSY,2.5,167,-999,control,1
871,7/7/2010,2010,7,7,17:50,18:15,HB,I,2,HBI2,1,JANESSY,5,192,-999,control,1
872,7/7/2010,2010,7,7,17:50,18:15,HB,I,2,HBI2,1,JANESSY,7.5,116,-999,control,1
873,7/7/2010,2010,7,7,17:50,18:15,HB,I,2,HBI2,1,JANESSY,10,92,-999,control,1
874,7/7/2010,2010,7,7,17:50,18:15,HB,I,2,HBI2,1,JANESSY,12.5,106,-999,control,1
875,7/7/2010,2010,7,7,17:50,18:15,HB,I,2,HBI2,1,JANESSY,15,105,-999,control,1
876,7/7/2010,2010,7,7,17:50,18:15,HB,I,2,HBI2,1,JANESSY,16,60,-999,control,1
877,7/7/2010,2010,7,7,17:00,17:30,HB,I,3,HBI3,1,JANESSY,2.5,62,-999,control,1
878,7/7/2010,2010,7,7,17:00,17:30,HB,I,3,HBI3,1,JANESSY,5,89,-999,control,1
879,7/7/2010,2010,7,7,17:00,17:30,HB,I,3,HBI3,1,JANESSY,7.5,225,-999,control,1
880,7/7/2010,2010,7,7,17:00,17:30,HB,I,3,HBI3,1,JANESSY,10,155,-999,control,1
881,7/7/2010,2010,7,7,17:00,17:30,HB,I,3,HBI3,1,JANESSY,12.5,68,-999,control,1
882,7/7/2010,2010,7,7,17:00,17:30,HB,I,3,HBI3,1,JANESSY,15,72,-999,control,1
883,7/7/2010,2010,7,7,17:00,17:30,HB,I,3,HBI3,1,JANESSY,17.5,49,-999,control,1
884,7/7/2010,2010,7,7,17:00,17:30,HB,I,3,HBI3,1,JANESSY,20,63,-999,control,1
885,7/7/2010,2010,7,7,17:00,17:30,HB,I,3,HBI3,1,JANESSY,22.5,44,-999,control,1
886,7/7/2010,2010,7,7,17:00,17:30,HB,I,3,HBI3,1,JANESSY,25,65,-999,control,1
887,7/7/2010,2010,7,7,17:00,17:30,HB,I,3,HBI3,1,JANESSY,25.9,10,-999,control,1
888,8/6/2010,2010,8,6,17:30,18:25,HB,I,1,HBI1,1,ZACH,2.5,102,-999,control,1
889,8/6/2010,2010,8,6,17:30,18:25,HB,I,1,HBI1,1,ZACH,5,21,-999,control,1
890,8/6/2010,2010,8,6,17:30,18:25,HB,I,1,HBI1,1,ZACH,7.5,55,-999,control,1
891,8/6/2010,2010,8,6,17:30,18:25,HB,I,1,HBI1,1,ZACH,10,61,-999,control,1
892,8/6/2010,2010,8,6,17:30,18:25,HB,I,1,HBI1,1,ZACH,12.5,132,-999,control,1
893,8/6/2010,2010,8,6,17:30,18:25,HB,I,1,HBI1,1,ZACH,15,90,-999,control,1
894,8/6/2010,2010,8,6,17:30,18:25,HB,I,1,HBI1,1,ZACH,17.5,135,-999,control,1
895,8/6/2010,2010,8,6,17:30,18:25,HB,I,1,HBI1,1,ZACH,20,155,-999,control,1
896,8/6/2010,2010,8,6,17:30,18:25,HB,I,1,HBI1,1,ZACH,22.5,98,-999,control,1
897,8/6/2010,2010,8,6,17:30,18:25,HB,I,1,HBI1,1,ZACH,25,136,-999,control,1
898,8/6/2010,2010,8,6,17:30,18:25,HB,I,1,HBI1,1,ZACH,27.5,158,-999,control,1
899,8/6/2010,2010,8,6,17:30,18:25,HB,I,1,HBI1,1,ZACH,30,102,-999,control,1
900,8/6/2010,2010,8,6,17:30,18:25,HB,I,1,HBI1,1,ZACH,32,190,-999,control,1
901,8/6/2010,2010,8,6,16:20,17:30,HB,I,2,HBI2,1,SARA,2.5,51,-999,control,1
902,8/6/2010,2010,8,6,16:20,17:30,HB,I,2,HBI2,1,SARA,5,167,-999,control,1
903,8/6/2010,2010,8,6,16:20,17:30,HB,I,2,HBI2,1,SARA,7.5,70,-999,control,1
904,8/6/2010,2010,8,6,16:20,17:30,HB,I,2,HBI2,1,SARA,10,102,-999,control,1
905,8/6/2010,2010,8,6,16:20,17:30,HB,I,2,HBI2,1,SARA,12.5,198,-999,control,1
906,8/6/2010,2010,8,6,16:20,17:30,HB,I,2,HBI2,1,SARA,15,283,-999,control,1
907,8/6/2010,2010,8,6,16:20,17:30,HB,I,2,HBI2,1,SARA,16,5,-999,control,1
908,8/6/2010,2010,8,6,18:30,19:35,HB,I,3,HBI3,1,ZACH/SARA,2.5,127,-999,control,1
909,8/6/2010,2010,8,6,18:30,19:35,HB,I,3,HBI3,1,ZACH/SARA,5,213,-999,control,1
910,8/6/2010,2010,8,6,18:30,19:35,HB,I,3,HBI3,1,ZACH/SARA,7.5,295,-999,control,1
911,8/6/2010,2010,8,6,18:30,19:35,HB,I,3,HBI3,1,ZACH/SARA,10,164,-999,control,1
912,8/6/2010,2010,8,6,18:30,19:35,HB,I,3,HBI3,1,ZACH/SARA,12.5,116,-999,control,1
913,8/6/2010,2010,8,6,18:30,19:35,HB,I,3,HBI3,1,ZACH/SARA,15,128,-999,control,1
914,8/6/2010,2010,8,6,18:30,19:35,HB,I,3,HBI3,1,ZACH/SARA,17.5,82,-999,control,1
915,8/6/2010,2010,8,6,18:30,19:35,HB,I,3,HBI3,1,ZACH/SARA,20,113,-999,control,1
916,8/6/2010,2010,8,6,18:30,19:35,HB,I,3,HBI3,1,ZACH/SARA,22.5,56,-999,control,1
917,8/6/2010,2010,8,6,18:30,19:35,HB,I,3,HBI3,1,ZACH/SARA,25,47,-999,control,1
918,8/6/2010,2010,8,6,18:30,19:35,HB,I,3,HBI3,1,ZACH/SARA,27.5,0,-999,control,1
919,10/27/2010,2010,10,27,11:30,12:15,HB,I,1,HBI1,1,NA,2.5,66,-999,control,1
920,10/27/2010,2010,10,27,11:30,12:15,HB,I,1,HBI1,1,NA,5,19,-999,control,1
921,10/27/2010,2010,10,27,11:30,12:15,HB,I,1,HBI1,1,NA,7.5,76,-999,control,1
922,10/27/2010,2010,10,27,11:30,12:15,HB,I,1,HBI1,1,NA,10,123,-999,control,1
923,10/27/2010,2010,10,27,11:30,12:15,HB,I,1,HBI1,1,NA,12.5,151,-999,control,1
924,10/27/2010,2010,10,27,11:30,12:15,HB,I,1,HBI1,1,NA,15,154,-999,control,1
925,10/27/2010,2010,10,27,11:30,12:15,HB,I,1,HBI1,1,NA,17.5,194,-999,control,1
926,10/27/2010,2010,10,27,11:30,12:15,HB,I,1,HBI1,1,NA,20,125,-999,control,1
927,10/27/2010,2010,10,27,11:30,12:15,HB,I,1,HBI1,1,NA,22.5,145,-999,control,1
928,10/27/2010,2010,10,27,11:30,12:15,HB,I,1,HBI1,1,NA,25,154,-999,control,1
929,10/27/2010,2010,10,27,11:30,12:15,HB,I,1,HBI1,1,NA,27.5,364,-999,control,1
930,10/27/2010,2010,10,27,11:30,12:15,HB,I,1,HBI1,1,NA,30,175,-999,control,1
931,10/27/2010,2010,10,27,11:30,12:15,HB,I,1,HBI1,1,NA,32.3,192,-999,control,1
932,10/27/2010,2010,10,27,9:30,10:30,HB,I,2,HBI2,1,DD,2.5,124,-999,control,1
933,10/27/2010,2010,10,27,9:30,10:30,HB,I,2,HBI2,1,DD,5,369,-999,control,1
934,10/27/2010,2010,10,27,9:30,10:30,HB,I,2,HBI2,1,DD,7.5,166,-999,control,1
935,10/27/2010,2010,10,27,9:30,10:30,HB,I,2,HBI2,1,DD,10,201,-999,control,1
936,10/27/2010,2010,10,27,9:30,10:30,HB,I,2,HBI2,1,DD,12.5,274,-999,control,1
937,10/27/2010,2010,10,27,9:30,10:30,HB,I,2,HBI2,1,DD,15,259,-999,control,1
938,10/27/2010,2010,10,27,9:30,10:30,HB,I,2,HBI2,1,DD,16,28,-999,control,1
939,10/27/2010,2010,10,27,12:30,13:30,HB,I,3,HBI3,1,DD,2.5,42,-999,control,1
940,10/27/2010,2010,10,27,12:30,13:30,HB,I,3,HBI3,1,DD,5,163,-999,control,1
941,10/27/2010,2010,10,27,12:30,13:30,HB,I,3,HBI3,1,DD,7.5,221,-999,control,1
942,10/27/2010,2010,10,27,12:30,13:30,HB,I,3,HBI3,1,DD,10,339,-999,control,1
943,10/27/2010,2010,10,27,12:30,13:30,HB,I,3,HBI3,1,DD,12.5,148,-999,control,1
944,10/27/2010,2010,10,27,12:30,13:30,HB,I,3,HBI3,1,DD,15,93,-999,control,1
945,10/27/2010,2010,10,27,12:30,13:30,HB,I,3,HBI3,1,DD,17.5,121,-999,control,1
946,10/27/2010,2010,10,27,12:30,13:30,HB,I,3,HBI3,1,DD,20,82,-999,control,1
947,10/27/2010,2010,10,27,12:30,13:30,HB,I,3,HBI3,1,DD,22.5,97,-999,control,1
948,10/27/2010,2010,10,27,12:30,13:30,HB,I,3,HBI3,1,DD,25,63,-999,control,1
949,10/27/2010,2010,10,27,12:30,13:30,HB,I,3,HBI3,1,DD,25.5,16,-999,control,1
950,12/8/2010,2010,12,8,NA,NA,HB,I,1,HBI1,1,LAURA,2.5,49,-999,control,1
951,12/8/2010,2010,12,8,NA,NA,HB,I,1,HBI1,1,LAURA,5,9,-999,control,1
952,12/8/2010,2010,12,8,NA,NA,HB,I,1,HBI1,1,LAURA,7.5,36,-999,control,1
953,12/8/2010,2010,12,8,NA,NA,HB,I,1,HBI1,1,LAURA,10,20,-999,control,1
954,12/8/2010,2010,12,8,NA,NA,HB,I,1,HBI1,1,LAURA,12.5,50,-999,control,1
955,12/8/2010,2010,12,8,NA,NA,HB,I,1,HBI1,1,LAURA,15,25,-999,control,1
956,12/8/2010,2010,12,8,NA,NA,HB,I,1,HBI1,1,LAURA,17.5,34,-999,control,1
957,12/8/2010,2010,12,8,NA,NA,HB,I,1,HBI1,1,LAURA,20,32,-999,control,1
958,12/8/2010,2010,12,8,NA,NA,HB,I,1,HBI1,1,LAURA,22.5,56,-999,control,1
959,12/8/2010,2010,12,8,NA,NA,HB,I,1,HBI1,1,LAURA,25,48,-999,control,1
960,12/8/2010,2010,12,8,NA,NA,HB,I,1,HBI1,1,LAURA,27.5,66,-999,control,1
961,12/8/2010,2010,12,8,NA,NA,HB,I,1,HBI1,1,LAURA,30,78,-999,control,1
962,12/8/2010,2010,12,8,NA,NA,HB,I,1,HBI1,1,LAURA,32.5,93,-999,control,1
963,12/8/2010,2010,12,8,NA,NA,HB,I,2,HBI2,1,LAURA,2.5,65,-999,control,1
964,12/8/2010,2010,12,8,NA,NA,HB,I,2,HBI2,1,LAURA,5,88,-999,control,1
965,12/8/2010,2010,12,8,NA,NA,HB,I,2,HBI2,1,LAURA,7.5,57,-999,control,1
966,12/8/2010,2010,12,8,NA,NA,HB,I,2,HBI2,1,LAURA,10,101,-999,control,1
967,12/8/2010,2010,12,8,NA,NA,HB,I,2,HBI2,1,LAURA,12.5,97,-999,control,1
968,12/8/2010,2010,12,8,NA,NA,HB,I,2,HBI2,1,LAURA,15,190,-999,control,1
969,12/8/2010,2010,12,8,NA,NA,HB,I,2,HBI2,1,LAURA,16,30,-999,control,1
970,12/8/2010,2010,12,8,NA,NA,HB,I,3,HBI3,1,LAURA,2.5,93,-999,control,1
971,12/8/2010,2010,12,8,NA,NA,HB,I,3,HBI3,1,LAURA,5,114,-999,control,1
972,12/8/2010,2010,12,8,NA,NA,HB,I,3,HBI3,1,LAURA,7.5,127,-999,control,1
973,12/8/2010,2010,12,8,NA,NA,HB,I,3,HBI3,1,LAURA,10,139,-999,control,1
974,12/8/2010,2010,12,8,NA,NA,HB,I,3,HBI3,1,LAURA,12.5,130,-999,control,1
975,12/8/2010,2010,12,8,NA,NA,HB,I,3,HBI3,1,LAURA,15,137,-999,control,1
976,12/8/2010,2010,12,8,NA,NA,HB,I,3,HBI3,1,LAURA,17.5,43,-999,control,1
977,12/8/2010,2010,12,8,NA,NA,HB,I,3,HBI3,1,LAURA,20,47,-999,control,1
978,12/8/2010,2010,12,8,NA,NA,HB,I,3,HBI3,1,LAURA,22.5,27,-999,control,1
979,12/8/2010,2010,12,8,NA,NA,HB,I,3,HBI3,1,LAURA,25,71,-999,control,1
980,12/8/2010,2010,12,8,NA,NA,HB,I,3,HBI3,1,LAURA,26,18,-999,control,1
981,5/25/2010,2010,5,25,16:50,NA,HB,N,1,HBN1,1,JERRY/GARRETT,2.5,1,-999,control,1
982,5/25/2010,2010,5,25,16:50,NA,HB,N,1,HBN1,1,JERRY/GARRETT,5,4,-999,control,1
983,5/25/2010,2010,5,25,16:50,NA,HB,N,1,HBN1,1,JERRY/GARRETT,7.5,9,-999,control,1
984,5/25/2010,2010,5,25,16:50,NA,HB,N,1,HBN1,1,JERRY/GARRETT,10,15,-999,control,1
985,5/25/2010,2010,5,25,16:50,NA,HB,N,1,HBN1,1,JERRY/GARRETT,12.5,0,-999,control,1
986,5/25/2010,2010,5,25,16:50,NA,HB,N,1,HBN1,1,JERRY/GARRETT,15,10,-999,control,1
987,5/25/2010,2010,5,25,16:50,NA,HB,N,1,HBN1,1,JERRY/GARRETT,18.1,7,-999,control,1
988,5/25/2010,2010,5,25,17:23,17:40,HB,N,2,HBN2,1,JERRY/GARRETT,2.5,1,-999,control,1
989,5/25/2010,2010,5,25,17:23,17:40,HB,N,2,HBN2,1,JERRY/GARRETT,5,0,-999,control,1
990,5/25/2010,2010,5,25,17:23,17:40,HB,N,2,HBN2,1,JERRY/GARRETT,7.5,2,-999,control,1
991,5/25/2010,2010,5,25,17:23,17:40,HB,N,2,HBN2,1,JERRY/GARRETT,10,2,-999,control,1
992,5/25/2010,2010,5,25,17:23,17:40,HB,N,2,HBN2,1,JERRY/GARRETT,12.5,3,-999,control,1
993,5/25/2010,2010,5,25,17:23,17:40,HB,N,2,HBN2,1,JERRY/GARRETT,15,2,-999,control,1
994,5/25/2010,2010,5,25,17:23,17:40,HB,N,2,HBN2,1,JERRY/GARRETT,17.5,1,-999,control,1
995,5/25/2010,2010,5,25,17:23,17:40,HB,N,2,HBN2,1,JERRY/GARRETT,20,1,-999,control,1
996,5/25/2010,2010,5,25,17:23,17:40,HB,N,2,HBN2,1,JERRY/GARRETT,23.3,2,-999,control,1
997,5/25/2010,2010,5,25,17:50,NA,HB,N,3,HBN3,1,JERRY/GARRETT,2.5,31,-999,control,1
998,5/25/2010,2010,5,25,17:50,NA,HB,N,3,HBN3,1,JERRY/GARRETT,5,3,-999,control,1
999,5/25/2010,2010,5,25,17:50,NA,HB,N,3,HBN3,1,JERRY/GARRETT,7.5,1,-999,control,1
1000,5/25/2010,2010,5,25,17:50,NA,HB,N,3,HBN3,1,JERRY/GARRETT,10,6,-999,control,1
1001,5/25/2010,2010,5,25,17:50,NA,HB,N,3,HBN3,1,JERRY/GARRETT,12.5,3,-999,control,1
1002,5/25/2010,2010,5,25,17:50,NA,HB,N,3,HBN3,1,JERRY/GARRETT,15,1,-999,control,1
1003,5/25/2010,2010,5,25,17:50,NA,HB,N,3,HBN3,1,JERRY/GARRETT,16.5,0,-999,control,1
